"area","location","count"
"道真仡佬族苗族自治县","民族广场户外劳动者服务站","1"
"湖里区","维也纳3好酒店(厦门机场厦鼓码头店)","1"
"夷陵区","丁家坝大桥","1"
"宛城区","南阳大桥","1"
"樊城区","白马广场","1"
"夏邑县","新城社区","1"
"龙亭区","西环路·大梁路(公交站)","1"
"合作市","甘南藏族自治州妇幼保健院","1"
"晋安区","鼓岭旅游度假区","1"
"雨花区","南二环桔园立交桥","1"
"游仙区","芙蓉桥","1"
"兴庆区","丽景南街与长城东路交叉口","1"
"蜀山区","海恒街","1"
"思明区","莲岳路","1"
"雷州市","雷城街道办事处","1"
"城关区","天水南路","1"
"微山县","微山县夏镇街道办事处","1"
"文山市","三鑫第一城开化商贸城","1"
"潢川县","潢川县城区新一中","1"
"滦州市","紫薇园","1"
"金安区","六岭村委会","1"
"平湖市","九龙山大道","1"
"江宁区","上湖工业园","1"
"惠城区","街电(美宜佳康宁店)","1"
"阜南县","太和村张庄","1"
"阳春市","城西大道","1"
"万柏林区","千峰南路","1"
"麻阳苗族自治县","富州南路","1"
"通海县","纳古镇人民政府","1"
"吉阳区","吉阳大道与迎宾互通交叉口","1"
"武陟县","庙小段村民委员会","1"
"兴宾区","来宾市兴宾区水落小学","1"
"惠阳区","厦深铁路惠州南站(公交站)","1"
"武陵区","洞庭大道与芙蓉路交叉口","1"
"船山区","如环境保护局宿舍","1"
"大竹县","金利多广场","1"
"清镇市","中环国际","1"
"安吉县","万家水果商行","1"
"兖州区","特来电充电站(兖州火车站广场)","1"
"港北区","中国体育彩票(六八村店)","1"
"乐平市","东湖公园","1"
"舞阳县","明刺青","1"
"临安区","百丈岭","1"
"渌口区","松岗(公交站)","1"
"临武县","东云路与解放北路1巷交叉口","1"
"顺德区","顺峰山公园","1"
"嘉陵区","黄金江岸","1"
"临安区","浙西天池","1"
"红花岗区","圣城华府·紫郡(建设中)","1"
"章贡区","江山里小区(公交站)","1"
"柘城县","北门村民委员会","1"
"云岩区","贵州师范大学宝山校区","1"
"弋江区","高校园区派出所","1"
"恩阳区","恩阳古镇游客中心","1"
"上虞区","崧厦街道","1"
"澧县","毛家岔大桥","1"
"新洲区","太平寺","1"
"海门区","江苏省海门中学","1"
"文峰区","平原路与德隆街交叉口","1"
"桐柏县","淮河大桥","1"
"眉县","美阳街","1"
"麻章区","六坑村(公交站)","1"
"平舆县","挚地大道与铁塔路交叉口","1"
"成安县","寇公西路","1"
"钟楼区","劳动西路与清潭路交叉口","1"
"北仑区","坝头西路与高田王街交叉口","1"
"如皋市","水绘园","1"
"越秀区","广州市越秀儿童公园","1"
"黄岛区","世茂·诺沙湾","1"
"光山县","中国农业银行(北向店支行)","1"
"长安区","终南大道","1"
"铁锋区","胡屯村委会","1"
"崇阳县","沙坪村村委会","1"
"会理县","新世界","1"
"市中区","蟠龙苑","1"
"江北区","中亿·阳明山水","1"
"隆阳区","人社社保服务窗口(隆阳区兰城街道汉营社区为民服务站)","1"
"滕州市","荆河中路","1"
"萧山区","杭州北创传动科技有限公司","1"
"岳麓区","麻园路南二环路口(公交站)","1"
"殷都区","豫北图书大厦","1"
"大祥区","大祥路","1"
"广安区","广安新天地","1"
"武陵区","特来电充电站(常德市武陵公交)","1"
"安宁市","安宁市县街中心卫生院","1"
"襄城县","襄城外国语学校","1"
"滕州市","龙庄村民委员会","1"
"鄠邑区","银河路","1"
"道真仡佬族苗族自治县","上坝中学","1"
"庄浪县","良邑镇民政工作站","1"
"迎泽区","山西省气象局","1"
"会同县","怀化站","1"
"胶州市","二里河公园","1"
"红花岗区","中国邮政储蓄银行(火车站支行)","1"
"文山市","东风派出所","1"
"孝义市","大同路","1"
"金平区","汕头礐石大桥","1"
"振兴区","滨江中路","1"
"开平市","龙胜镇","1"
"洪山区","八一路鲁磨路(公交站)","1"
"荔波县","玉屏街道办事处","1"
"洪雅县","广场南路","1"
"文峰区","桑园路","1"
"禹州市","园区路","1"
"翔安区","翔安隧道","1"
"大兴区","兴政街西口(公交站)","1"
"永城市","雪枫超市(雪枫路)","1"
"邯山区","南环立交桥","1"
"余姚市","余姚北站","1"
"襄都区","致冠便利店","1"
"雁塔区","西延路","1"
"芦淞区","佳诚电脑手机城","1"
"确山县","王楼村委会","1"
"杏花岭区","五一路与北大街交叉口","1"
"洞口县","221省道","1"
"平山区","泉涌社区","1"
"江夏区","民主村村委会","1"
"简阳市","广德成食品","1"
"昌平区","北京市昌平区小汤山镇南官庄村村民委员会","1"
"通山县","九宫大道与迎宾大道交叉口","1"
"吴中区","苏州工业园区","1"
"番禺区","金沙湾花园","1"
"舞阳县","人民路","1"
"温江区","长安路","1"
"龙湖区","金涛庄","1"
"路桥区","如刚街头牛排(路桥一店)","1"
"雨花区","万家丽路高架","1"
"雷州市","雷州市中医医院","1"
"舞阳县","南京路","1"
"宁海县","凤山南路","1"
"五华区","昆明站(北京路)(公交站)","1"
"莱西市","中国国际能源加油站(龙海站)","1"
"历城区","西杨家园","1"
"汇川区","遵义市汇川区市场监督管理局","1"
"博罗县","大洞水库","1"
"秦都区","世纪大道","1"
"婺城区","丹溪路与双龙南街交叉口","1"
"博白县","学田村村委会","1"
"天心区","书香路","1"
"双清区","城北路","1"
"确山县","西亚超市(公交站)","1"
"馆陶县","建设街与魏征路交叉口","1"
"瑞金市","超田小学","1"
"阿拉尔市","国际商贸城","1"
"市南区","福州南路与香港中路交叉口","1"
"东宁市","桐林超市","1"
"淇滨区","河南柳江生态牧业股份有限公司","1"
"武陵区","常德大道与朝阳路交叉口","1"
"镇平县","中山街","1"
"沙依巴克区","长江路","1"
"开州区","人民路与滨河路交叉口","1"
"冷水滩区","猎豹北路与飞腾路交叉口","1"
"冷水滩区","永州大道与进贤路交叉口","1"
"下陆区","铜花二巷","1"
"西昌市","南山大道","1"
"武昌区","武汉瑞华医院民兴中医门诊部","1"
"乐清市","凤凰村村委会","1"
"宣州区","安徽宣城宛陵湖省级湿地公园","1"
"历城区","华山风景区","1"
"宜城市","三桥村五组","1"
"硚口区","板材大市场B区","1"
"鼎城区","常德大道","1"
"玉泉区","腾飞电器(昭君路)","1"
"西湖区","八一大道与孺子路交叉口","1"
"东方市","东方市东方医院(老院区)","1"
"浑南区","长青街","1"
"牡丹区","松花江路桥","1"
"温岭市","桐方线","1"
"都匀市","广惠社区居委会","1"
"惠济区","天河路与英才街交叉口","1"
"市中区","黑峪顶","1"
"宣威市","福安广场","1"
"衡南县","鑫鑫米兰","1"
"临安区","太子尖","1"
"宽城区","宽城区政府中心公园","1"
"江岸区","武汉天兴洲长江大桥","1"
"槐荫区","嘉华购物广场(济南槐荫店)","1"
"南明区","富水南路与曹状元街交叉口","1"
"东方市","沈老头包子(东方·碧海云天店)","1"
"北票市","青年路","1"
"香洲区","金凤路","1"
"丛台区","美乐城(中国邯郸环球中心店)","1"
"德清县","真诚草莓采摘园","1"
"安仁县","稻田公园","1"
"秦安县","解放北路","1"
"南谯区","仁和路与敬梓路交叉口","1"
"官渡区","官渡广场","1"
"宽城区","益和国际城","1"
"城西区","海湖新区","1"
"钱塘区","物美超市(顾家江东店)","1"
"宁津县","亿家火锅店","1"
"芙蓉区","阿波罗商业广场","1"
"惠阳区","大华二路","1"
"青山湖区","火炬广场","1"
"天心区","长沙理工大学西门(公交站)","1"
"郫都区","安德鲁森(银润店)","1"
"杨浦区","五角场","1"
"赫山区","福泽大厦","1"
"惠城区","尚品世家","1"
"思明区","仙岳路","1"
"集宁区","乌兰察布市集宁区中蒙医院","1"
"娄星区","娄底一大桥(公交站)","1"
"梁园区","凯旋北路与建设路交叉口","1"
"禹会区","秦仁路","1"
"济阳区","经二路","1"
"雨花区","万博汇","1"
"杏花岭区","府东街","1"
"路北区","市府北街","1"
"彭州市","团结街","1"
"婺城区","丹光路","1"
"小店区","龙城北街(公交站)","1"
"杏花岭区","五一路与府东街交叉口","1"
"海淀区","万寿路与玉渊潭南路交叉口","1"
"文峰区","彰德路与迎春西街交叉口","1"
"玄武区","南京1912街区","1"
"嘉定区","曹安公路与黄家花园路交叉口","1"
"市中区","中国工商银行(山东省分行)","1"
"碑林区","文艺北路","1"
"沙市区","红门路","1"
"美兰区","白沙门公园游乐场售票处","1"
"槐荫区","党杨路与刘长山路交叉口","1"
"夏津县","夏津德百商贸城","1"
"惠阳区","俄之塘南五街","1"
"琼山区","中山","1"
"卧龙区","南阳汽车站","1"
"锦江区","春熙路(地铁站)","1"
"桦甸市","光明路","1"
"盖州市","西海立交桥","1"
"东区","旅客家宾馆","1"
"玉田县","伯雍街","1"
"黄骅市","耀华商厦","1"
"莲池区","东关大街","1"
"雨花区","长沙市雨花区人民政府","1"
"惠农区","惠农区红果子镇综合治理中心","1"
"云龙区","开甲·尚仕名邸","1"
"汤阴县","河阳寺","1"
"浦东新区","上海市浦东新区潍坊新村街道社区保安队","1"
"路桥区","台州渝帆机电科技","1"
"香洲区","珠海市紫荆中学(凤凰路校区)","1"
"东港区","新天地","1"
"道县","锦绣花园","1"
"荔波县","石灰坳小学","1"
"义乌市","义乌市第三中学","1"
"竞秀区","星光国际商务酒店","1"
"薛城区","薛城区财政局","1"
"思明区","斗西路口","1"
"黄岛区","山水文苑","1"
"仁和区","东风小康皓升渡仁西线店","1"
"小店区","七港九(育英中学店)","1"
"钢城区","广州路","1"
"固阳县","安达汽修","1"
"余庆县","余庆新余旅社","1"
"市南区","青岛嘉逸豪庭精品酒店","1"
"利州区","龙洞碥大桥","1"
"雷州市","雷州市英利镇人民政府","1"
"西山区","西福路","1"
"东源县","东源大润发一楼风裳美衣","1"
"博罗县","东华学校","1"
"师宗县","凤凰谷","1"
"川汇区","马家粮油商行","1"
"镇康县","凤凰路","1"
"临渭区","陕西金骏(渭南办事处)","1"
"崂山区","市委党校(公交站)","1"
"岳麓区","环联路","1"
"岳麓区","芙蓉兴盛","1"
"昌平区","立汤路辅路","1"
"包河区","包河花园","1"
"包河区","金寨路","1"
"武邑县","长安街","1"
"袁州区","天宝路","1"
"大方县","常丰村村委会","1"
"川汇区","大庆路与女娲路交叉口","1"
"奉贤区","奉城南街","1"
"船山区","永逸家居店地面停车场","1"
"峰峰矿区","中共邯郸市峰峰矿区滏阳东路街道东沟社区支部委员会","1"
"松山区","松山区第四中学","1"
"市北区","海信湖岛世家二期营销中心","1"
"玉门市","西湖","1"
"卧龙区","港达商贸城","1"
"船山区","滨江中路","1"
"赤坎区","金沙湾广场","1"
"惠阳区","草洋石材市场","1"
"卧龙区","仲景路信臣路口(公交站)","1"
"惠阳区","白云坑市场(装修中)","1"
"博爱县","清化医院门诊","1"
"巴楚县","巴楚步行街","1"
"江城区","中山公园","1"
"双流区","南湖公园","1"
"云龙区","百惠家美时超市(丰储街店)","1"
"集美区","嘉庚体育馆","1"
"大姚县","永丰水库","1"
"城区","阳泉市义井中学","1"
"崇仁县","新人民医院(公交站)","1"
"牧野区","荣校东路福彩街(公交站)","1"
"湖里区","枋钟路","1"
"李沧区","汉川路与金水路交叉口","1"
"大埔县","梅河公园","1"
"余庆县","龙溪镇人民政府","1"
"镇平县","锦上花购物中心","1"
"永胜县","环城北路","1"
"沛县","顺河路","1"
"赫山区","中国工商银行(东新支行)","1"
"云溪区","交通花园(新埠东路)","1"
"金平区","龙华街","1"
"涞水县","冲之大街与涞阳路交叉口","1"
"船山区","机场小区A区","1"
"双牌县","阳明山国家森林公园","1"
"城厢区","兴安名城C区","1"
"鼓楼区","开封市正大家属院","1"
"涉县","龙城小区","1"
"广宁县","南东一路","1"
"文峰区","弦歌大道与曙光路交叉口","1"
"南丰县","丹阳桥","1"
"郯城县","山东省郯城县新村银杏产业开发区","1"
"官渡区","第三城丹槿园","1"
"富阳区","朝阳路","1"
"泽州县","河门口村(公交站)","1"
"余庆县","龙家镇先锋村春风小院","1"
"岳麓区","靳江路","1"
"黄山区","黄山区永丰乡人民政府","1"
"祥符区","汪屯桥(公交站)","1"
"高要区","蔚蓝国际","1"
"岳阳楼区","洛王社区居民服务中心","1"
"瑶海区","皇家尚品地面停车场","1"
"万柏林区","晋阳·峰璟","1"
"禹会区","东海大道·中粮大道(公交站)","1"
"淇滨区","黄河路","1"
"海淀区","香泉环岛","1"
"金水区","河南财经政法大学郑东校区","1"
"兰山区","山东临沂远行重汽修理厂(宝友物流店)","1"
"盐田区","壹海城","1"
"莒南县","临沂市公安局交通警察支队板泉中队","1"
"沿滩区","沿滩新城","1"
"香洲区","珠海国家高新区","1"
"宝安区","政丰南路","1"
"娄星区","娄底市自然资源和规划局","1"
"太仓市","横沥村党群服务中心","1"
"镜湖区","芜湖长江大桥","1"
"德庆县","高良出口(S8广佛肇高速西向)","1"
"确山县","爱民超市","1"
"槐荫区","阳光100艺术馆","1"
"垫江县","兴隆花园","1"
"东城区","华商三优汽车充电站(东城区东四十条10116充电扬招站)","1"
"蕉城区","万安路","1"
"兰山区","刘家园街","1"
"确山县","盘龙山公园","1"
"西秀区","中国石化安顺城区干河1加油站","1"
"平阳县","平阳站","1"
"湖里区","马垅(公交站)","1"
"郫都区","铭城玻璃门窗","1"
"黄石港区","黄石市花湖街道办","1"
"阳谷县","郭屯(公交站)","1"
"武进区","夏城中路与武南中路交叉口","1"
"大祥区","双园路","1"
"龙海市","中石化森美迎宾加油站","1"
"潞州区","长治医学院附属和平医院","1"
"镜湖区","万达广场","1"
"蛟河市","万宝蛋糕","1"
"雁塔区","西沣路","1"
"汇川区","珠海路口(公交站)","1"
"纳溪区","丙灵路","1"
"朝阳区","呼家楼","1"
"邓州市","后李洼村公益电影放映点","1"
"和县","富康路","1"
"雨花区","枫树山悦东方小学","1"
"怀集县","凤艳村委会","1"
"兰山区","解放路","1"
"青山湖区","康华园","1"
"固安县","S3601京雄高速","1"
"瑶海区","铜陵路高架桥","1"
"福绵区","广西信祺蛇业虎纹蛙养殖基地","1"
"京口区","北山路","1"
"小店区","小马服装批发城","1"
"高要区","广东源铭废旧物资回收有限公司","1"
"济源市","北水屯村公益电影放映点","1"
"清城区","三加村(公交站)","1"
"丹棱县","S40广洪高速","1"
"兰山区","北京路与孝河路交叉口","1"
"埇桥区","朱仙庄镇人民政府","1"
"朝阳区","北京路客民宿BI9830","1"
"滕州市","轴村(公交站)","1"
"包河区","大强路与龙川路交叉口","1"
"巩义市","新兴路","1"
"龙岗区","大鹿港","1"
"广水市","长岭镇人民政府","1"
"兴仁市","双龙水泥标砖厂","1"
"姑苏区","苏州市姑苏区人民法院","1"
"镇雄县","芒部镇人民政府","1"
"惠城区","中京路与曙光路交叉口","1"
"婺城区","义乌街","1"
"市南区","汇泉路","1"
"花溪区","桐木岭收费站(S01贵阳南环高速入口)","1"
"翁牛特旗","山嘴子村委会","1"
"大祥区","敏州西路","1"
"西工区","洛阳汽车站","1"
"怀集县","汇康堂药店","1"
"莲湖区","五星街","1"
"龙安区","文峰大道","1"
"泊头市","交通大街","1"
"余庆县","二龙村村民委员会","1"
"龙亭区","金明广场","1"
"平桥区","凯旋大道与建设路交叉口","1"
"渝水区","罗坊镇人民政府","1"
"开平市","清风视觉形象设计","1"
"大祥区","雪峰南路","1"
"开平市","平冈村球场","1"
"蕉城区","中南社区警务室","1"
"周村区","正阳路与米山路交叉口","1"
"于洪区","世代龙泽湾","1"
"遂溪县","文车村(公交站)","1"
"望城区","金星路","1"
"市北区","鞍山五路","1"
"细河区","细河公安分局","1"
"尖草坪区","大同路","1"
"北仑区","九峰山","1"
"长葛市","天骄幼儿园","1"
"綦江区","綦江古剑山景区","1"
"蓬江区","北郊市场(天沙四路)","1"
"南明区","都司路","1"
"广安区","广安万和(工厂旗舰店)","1"
"都江堰市","兴贤路","1"
"九龙坡区","重庆白市驿森林公园","1"
"盐田区","老虎涧(不对外开放)","1"
"北仑区","塔峙圃票证博物馆","1"
"任城区","济宁市任城区人民医院","1"
"林州市","太行大峡谷风景区","1"
"尖草坪区","摄乐桥","1"
"潞州区","安昌村民委员会","1"
"湖滨区","黄河公园","1"
"万柏林区","小井峪街道三益社区","1"
"武昌区","粮道街","1"
"什邡市","天桥村民宿聚居点","1"
"历城区","唐冶中路与文苑街交叉口","1"
"岳塘区","益丰大药房(湘潭岚园路)","1"
"康乐县","西街","1"
"北仑区","宝山路","1"
"历城区","历城区政府(公交站)","1"
"雨花区","曙光路","1"
"固始县","幸福社区居委会(中原路)","1"
"江岸区","武汉大道","1"
"崂山区","崂山区世纪广场","1"
"鼓楼区","马市街小学","1"
"灞桥区","河堤路","1"
"周村区","原山大道","1"
"彭泽县","老崔葡萄采摘园","1"
"碧江区","寨桂村退役军人服务站","1"
"埇桥区","夹沟镇人民政府","1"
"天元区","雷打石镇人民政府","1"
"雁塔区","阳光城·紫金城","1"
"胶州市","李哥庄镇政府","1"
"鄞州区","史家巷","1"
"长安区","星程石家庄中山东路乐汇城店","1"
"孝义市","振兴街","1"
"利辛县","刘营(公交站)","1"
"鹿寨县","鹿寨公园(公交站)","1"
"平陆县","南村加油站","1"
"保康县","马良街社区服务中心","1"
"长清区","五峰路","1"
"西陵区","肖家巷","1"
"义乌市","大寒尖山庄","1"
"昌黎县","胡草科村公益电影放映点","1"
"市北区","大港","1"
"廉江市","廉江市城南汽车客运站","1"
"永兴县","金华村委会","1"
"临安区","万家福门业","1"
"二七区","康复前街与铁英街交叉口","1"
"鸠江区","长江路","1"
"章丘区","济南站(公交站)","1"
"铜梁区","蒲吕大桥","1"
"杨浦区","天目山农庄(罗泾)","1"
"市北区","榉林山早市","1"
"市北区","清水湾花园","1"
"太仓市","格林豪泰(太仓浏河镇店)","1"
"掇刀区","石化","1"
"槐荫区","美里湖湿地公园","1"
"市北区","易足道足疗推拿店","1"
"陆良县","陆良电力生活小区","1"
"临安区","龙岗收费站(G56杭瑞高速出口)","1"
"历下区","奥体中路与工业南路交叉口","1"
"振安区","鸭绿江","1"
"金山区","牡丹村三浜2019","1"
"渝北区","白马社区","1"
"乳山市","G1813威青高速","1"
"津市市","长安汽车售后服务咨询点","1"
"驿城区","开源大道与骏马路交叉口","1"
"秦安县","河滨北路","1"
"李沧区","兴华路永平路(公交站)","1"
"双城区","哈尔滨站","1"
"中阳县","滨河巷与滨河西路交叉口","1"
"桐柏县","陈留店村民委员会","1"
"浦东新区","徐浦大桥","1"
"曾都区","毛家棚村村委会","1"
"瑶海区","百大周谷堆大兴农产品批发市场","1"
"邓州市","文化路口(公交站)","1"
"市南区","宁夏路","1"
"陆良县","景秀家园(陆小线)","1"
"长安区","西安祥峪森林公园","1"
"小店区","红寺北街","1"
"竞秀区","花园里梅兰菊社区菊园","1"
"鲤城区","金龙街道办事处","1"
"朝阳区","北京奥林匹克公园","1"
"杞县","银河路","1"
"路桥区","路桥区人民政府峰江街道办事处","1"
"汉阳区","新保利香颂营销中心","1"
"槐荫区","济齐路","1"
"瑶海区","和平路","1"
"黄埔区","万科新里程明·别墅","1"
"门头沟区","涧沟村委会","1"
"海陵区","中国石化周楼加油站","1"
"昌图县","万家汽车维修店","1"
"融水苗族自治县","元宝山","1"
"民权县","任庄旅游风景区","1"
"惠阳区","风田水库","1"
"汝州市","关庙桥","1"
"船山区","卧龙山公园","1"
"长兴县","画溪花园","1"
"湾沚区","喇叭口(公交站)","1"
"沙坪坝区","万达广场","1"
"正安县","和谐医院","1"
"西城区","北京建筑大学(西城校区)","1"
"蓬安县","蓬安县相如广场","1"
"武隆区","重庆市武隆区黄莺乡人民政府","1"
"罗源县","罗源世纪金源购物中心","1"
"相城区","张家港市西张建筑工程有限公司驻苏州办事处","1"
"拱墅区","虎山公园","1"
"溧水区","马占山","1"
"青浦区","淀山湖","1"
"通州区","陈桁村(公交站)","1"
"襄州区","谢洼(公交站)","1"
"南雄市","承平村村委会","1"
"泸县","绿园路与花园路交叉口","1"
"丹徒区","中国石化三山加油站","1"
"万秀区","中山路","1"
"涡阳县","殷庄渡口","1"
"兴庆区","南门广场","1"
"陆良县","马街镇人民政府(陆水线)","1"
"巍山彝族回族自治县","巍宝山乡合作村退役军人服务站","1"
"平和县","中国石化城北加油站","1"
"五华区","金碧公园","1"
"东光县","府前大街与邮政路交叉口","1"
"建邺区","中和路","1"
"汝阳县","付庄村村委会","1"
"金平区","金园路","1"
"江岸区","长安汽车长安欧尚","1"
"浦口区","鼎泰家园","1"
"淮安区","周恩来同志故居","1"
"上城区","凤山公园","1"
"奉贤区","南桥镇人民政府","1"
"瑶海区","好未来教育","1"
"文昌市","文城镇人民政府","1"
"珠山区","新厂西路","1"
"耀州区","铜川市耀州区人民法院","1"
"保康县","牌坊湾(公交站)","1"
"大丰区","白驹镇人民政府","1"
"铜官区","狮子山","1"
"拱墅区","杭州光明顶民宿","1"
"东西湖区","新沟镇小学","1"
"历下区","济南市历下区房屋管理服务中心公用公房服务部","1"
"五河县","天井村村民委员会","1"
"吴兴区","曹家簖村委会","1"
"宛城区","华山路","1"
"通川区","红旗医院","1"
"仓山区","先锋花园","1"
"惠阳区","承修四路","1"
"凤庆县","青树村委会","1"
"江北区","青林湾大桥","1"
"肃北蒙古族自治县","人民医院","1"
"管城回族区","钱塘路","1"
"雁塔区","西安大悦城","1"
"柳北区","北雀路","1"
"瓜州县","河东镇政府","1"
"保康县","环城路","1"
"建湖县","近湖镇财政管理所","1"
"库车市","长宁路","1"
"海淀区","高时明墓","1"
"天门市","百步亭花园","1"
"历下区","东关大街","1"
"青州市","英科医疗","1"
"邯山区","南湖酒店","1"
"李沧区","李村","1"
"禹王台区","禹王台公园","1"
"竞秀区","朝阳大街","1"
"仁和区","仁和广场","1"
"镇平县","健康路与建设大道交叉口","1"
