"person","location","count"
"老人","汤河","1"
"老人","开茂村村民委员会","1"
"老人","株洲市冬季游泳运动协会","1"
"老人","宫夏路","1"
"老人","天雷赛鸽","1"
"女子","二坝镇人民政府","1"
"老人","佛山街","1"
"老人","紫晨商务酒店","1"
"老人","黄台电厂第五宿舍区","1"
"行人","东关屯派出所","1"
"孩子","三里(公交站)","1"
"孩子","人人乐超市(汉神购物广场店)","1"
"孩子","人人乐(凤城五路店)","1"
"老人","长清大学城商业街","1"
"老人","王府井","1"
"行人","工人文化宫","1"
"游客","国贸商城(西区)","1"
"儿童","振兴街","1"
"老人","国贸商城","1"
"行人","大中海步行街","1"
"孩子","大罗山-瑶溪","1"
"老人","东润·万象城","1"
"儿童","七寨湖公园","1"
"老人","大润发(随州店)","1"
"孩子","乐民商厦","1"
"孩子","国泰广场","1"
"老人","西亚生活广场(蓼北路)","1"
"孩子","洁美万家","1"
"老人","梅溪湖公园","1"
"老人","成都铁路工程学校","1"
"孩子","天汉大道","1"
"老人","硚口路","1"
"儿童","林奥CITY PARK","1"
"老人","陵园路与黎明街交叉口","1"
"老人","明湖西路","1"
"老人","西安路","1"
"老人","唐山高新区管委会","1"
"老人","五一路","1"
"老人","堤西路","1"
"游客","星巴克咖啡(西安大兴龙湖星悦荟店)","1"
"孩子","九九广场(美的专卖店)","1"
"老人","西郊商场(滨河路)(公交站)","1"
"老人","麦德龙(厦门湖里商场)","1"
"老人","第三完全小学","1"
"老人","养馋记(文昌路菜场店)","1"
"行人","泰盛广场","1"
"孩子","南京江北新区","1"
"孩子","红旗路","1"
"儿童","西安城市运动公园","1"
"孩子","开濠花园路","1"
"行人","万达广场商管部","1"
"男子","甲子路","1"
"老人","东风商场","1"
"老人","邯山商场(公交站)","1"
"孩子","青岛市人民政府","1"
"儿童","扶光书店","1"
"老人","光长村党群服务中心","1"
"孩子","江汉路","1"
"老人","华南社区","1"
"行人","绿博园","1"
"孩子","长江路","1"
"儿童","齐河德百(公交站)","1"
"孩子","华丰国际商贸城","1"
"老人","天虹(前海店)","1"
"老人","好润佳(沅江店)","1"
"男子","星游城","1"
"孩子","五一广场","1"
"老人","西单","1"
"行人","大同路与福寿街交叉口","1"
"老人","双拥路","1"
"老人","六和源(上海大花园店)","1"
"孩子","德思勤城市广场","1"
"孩子","文化路","1"
"儿童","协信星光时代广场","1"
"孩子","惠安达物流","1"
"老人","文化路","1"
"孩子","紫荆山","1"
"老人","容山商场(环镇路)","1"
"孩子","欧亚大观","1"
"老人","延庆观","1"
"孩子","神农公园","1"
"孩子","归德路","1"
"孩子","万达广场","1"
"老人","沈阳盛京大奥莱","1"
"孩子","南阁村民委员会","1"
"男子","兰州中心","1"
"司机","南石家庄(公交站)","1"
"孩子","丁香路","1"
"老人","西安城市运动公园","1"
"儿童","联手商城","1"
"老人","宾谷街","1"
"儿童","濉溪百货商场","1"
"老人","新淮村(公交站)","1"
"儿童","容桂派出所","1"
"孩子","金环路","1"
"老人","阜阳·临沂商城","1"
"老人","顺德陈村佛具批发商行","1"
"老人","衡百国际","1"
"孩子","袁家巷","1"
"老人","团结公园","1"
"孩子","西溪坪","1"
"儿童","青岛路","1"
"老人","魏公村(地铁站)","1"
"老人","新艺城","1"
"儿童","鲁王路","1"
"儿童","滏阳东路","1"
"老人","八佰伴(集贤南路)","1"
"老人","邵阳九福老年公寓","1"
"孩子","宁海县前童镇专职消防队","1"
"司机","万达广场(合肥包河店)","1"
"老人","永安大桥","1"
"老人","柳泉路","1"
"老人","222省道与341国道交叉口","1"
"老人","西岗市场(华西小区店)","1"
"行人","北京师范大学实验幼儿园","1"
"老人","圣水寺","1"
"儿童","吉马购物桥口商场","1"
"老人","湘潭市雨湖区人民政府","1"
"老人","移动综合楼","1"
"老人","内沙路","1"
"老人","西宫(公交站)","1"
"老人","杭州路海岸路(公交站)","1"
"老人","宣化路与杭州路交叉口","1"
"游客","八寨沟旅游景区","1"
"老人","零点立交南(公交站)","1"
"女子","杨忠堡村村民委员会","1"
"老人","沙坪坝站","1"
"老人","世泽路与灈阳大道交叉口","1"
"孩子","横竖街","1"
"老人","时代广场","1"
"老人","安医大二附院","1"
"老人","田岗村委会","1"
"老人","玉龙南路与龙城大道交叉口","1"
"老人","茶树村村民委员会","1"
"老人","武汉国际体育文化休闲园","1"
"老人","宿马园区","1"
"孩子","重庆北站","1"
"老人","龙山创鑫广场","1"
"老人","南门集贸市场","1"
"老人","涑河南路","1"
"老人","仁信·半岛城","1"
"老人","霞阳收费站(G1517莆炎高速出口)","1"
"老人","济阳蔬菜","1"
"孩子","南门里(箭门市场店)","1"
"孩子","黄浦社区(武汉大道)","1"
"老人","英华路","1"
"老人","新山村社区","1"
"老人","潇湘北路","1"
"老人","三鑫开化商贸城农贸市场(三鑫第一城店)","1"
"老人","艾潇汽配城","1"
"孩子","胜利路","1"
"老人","老许屋里香","1"
"老人","赵楼小学","1"
"老人","桃贾路与陇海西路交叉口","1"
"老人","东新福居","1"
"老人","疏港大道","1"
"老人","东社","1"
"老人","南阳理工学院","1"
"老人","东部美的城","1"
"老人","迎宾大道与迎宾路交叉口","1"
"孩子","石巷村委会","1"
"老人","邵阳市炭黑厂家属区","1"
"老人","苏中路","1"
"老人","中山南路与凤翔东路交叉口","1"
"男子","南站幸福路","1"
"老人","盘锦北站","1"
"老人","潜山路与龙图路交叉口","1"
"老人","电中国电信股份有限公司东莞长安区分公司沙头营销中心","1"
"老人","闭村小学","1"
"司机","章光101(凤凰北街店)","1"
"老人","芦阳学校","1"
"孩子","陵城区检察院(公交站)","1"
"老人","兴港大道","1"
"老人","姞仙村村民委员会","1"
"儿童","渤海路","1"
"老人","石下村(公交站)","1"
"老人","岗南村委会","1"
"女子","迎宾大道","1"
"老人","黄河三门峡商务中心区医院","1"
"老人","西五路","1"
"老人","体育大街","1"
"老人","绣球村委会","1"
"老人","时代鑫苑小区","1"
"老人","剑阁百货大楼","1"
"游客","基诺山基诺族乡人民政府","1"
"老人","凤城九路","1"
"老人","车海洋智能自助洗车千渭星城大十字路口站","1"
"老人","宋家镇人民政府","1"
"老人","大广生态园","1"
"孩子","北京银行(青年路支行)","1"
"老人","锦汇商业广场","1"
"老人","保龙龙庭苑","1"
"老人","新北工业园","1"
"老人","刘家堡广场站","1"
"老人","二七二厂(公交站)","1"
"孩子","曲阜三孔景区-孔府","1"
"老人","成都后花园3期","1"
"孩子","北营新村丰景佳园","1"
"孩子","向阳湖风景区","1"
"孩子","红旗楼(公交站)","1"
"老人","三华园","1"
"老人","马坊集煤球场","1"
"老人","长泰区","1"
"孩子","和平北路","1"
"老人","花园小区","1"
"孩子","民族广场户外劳动者服务站","1"
"老人","维也纳3好酒店(厦门机场厦鼓码头店)","1"
"老人","丁家坝大桥","1"
"老人","南阳大桥","1"
"老人","白马广场","1"
"老人","新城社区","1"
"老人","西环路·大梁路(公交站)","1"
"老人","甘南藏族自治州妇幼保健院","1"
"男子","鼓岭旅游度假区","1"
"老人","南二环桔园立交桥","1"
"孩子","芙蓉桥","1"
"孩子","丽景南街与长城东路交叉口","1"
"老人","海恒街","1"
"孩子","洛阳桥","1"
"老人","莲岳路","1"
"老人","天水南路","1"
"老人","微山县夏镇街道办事处","1"
"老人","三鑫第一城开化商贸城","1"
"老人","潢川县城区新一中","1"
"老人","紫薇园","1"
"老人","六岭村委会","1"
"老人","九龙山大道","1"
"老人","上湖工业园","1"
"老人","街电(美宜佳康宁店)","1"
"行人","太和村张庄","1"
"老人","城西大道","1"
"孩子","千峰南路","1"
"老人","富州南路","1"
"老人","纳古镇人民政府","1"
"老人","吉阳大道与迎宾互通交叉口","1"
"老人","庙小段村民委员会","1"
"老人","如环境保护局宿舍","1"
"老人","金利多广场","1"
"孩子","中环国际","1"
"孩子","万家水果商行","1"
"孩子","特来电充电站(兖州火车站广场)","1"
"老人","中国体育彩票(六八村店)","1"
"老人","东湖公园","1"
"老人","明刺青","1"
"老人","松岗(公交站)","1"
"老人","东云路与解放北路1巷交叉口","1"
"孩子","顺峰山公园","1"
"孩子","黄金江岸","1"
"游客","浙西天池","1"
"老人","圣城华府·紫郡(建设中)","1"
"老人","迎宾街","1"
"儿童","北门村民委员会","1"
"行人","贵州师范大学宝山校区","1"
"老人","高校园区派出所","1"
"孩子","东莞市体育中心体育馆","1"
"儿童","恩阳古镇游客中心","1"
"老人","毛家岔大桥","1"
"老人","太平寺","1"
"老人","江苏省海门中学","1"
"老人","平原路与德隆街交叉口","1"
"孩子","美阳街","1"
"老人","挚地大道与铁塔路交叉口","1"
"老人","寇公西路","1"
"老人","乐昌碧桂园","1"
"老人","劳动西路与清潭路交叉口","1"
"老人","坝头西路与高田王街交叉口","1"
"孩子","广州市越秀儿童公园","1"
"老人","世茂·诺沙湾","1"
"老人","中国农业银行(北向店支行)","1"
"老人","终南大道","1"
"老人","胡屯村委会","1"
"老人","沙坪村村委会","1"
"老人","新世界","1"
"老人","蟠龙苑","1"
"老人","中亿·阳明山水","1"
"老人","人社社保服务窗口(隆阳区兰城街道汉营社区为民服务站)","1"
"老人","荆河中路","1"
"老人","杭州北创传动科技有限公司","1"
"老人","麻园路南二环路口(公交站)","1"
"老人","豫北图书大厦","1"
"老人","大祥路","1"
"老人","广安新天地","1"
"老人","特来电充电站(常德市武陵公交)","1"
"行人","安宁市县街中心卫生院","1"
"老人","襄城外国语学校","1"
"老人","龙庄村民委员会","1"
"老人","上坝中学","1"
"老人","良邑镇民政工作站","1"
"老人","山西省气象局","1"
"老人","怀化站","1"
"孩子","千灵山","1"
"老人","二里河公园","1"
"老人","中国邮政储蓄银行(火车站支行)","1"
"老人","东风派出所","1"
"老人","汕头礐石大桥","1"
"老人","滨江中路","1"
"儿童","龙胜镇","1"
"孩子","八一路鲁磨路(公交站)","1"
"老人","玉屏街道办事处","1"
"老人","广场南路","1"
"老人","桑园路","1"
"老人","园区路","1"
"老人","翔安隧道","1"
"老人","兴政街西口(公交站)","1"
"老人","雪枫超市(雪枫路)","1"
"老人","南环立交桥","1"
"老人","余姚北站","1"
"老人","西延路","1"
"老人","佳诚电脑手机城","1"
"老人","王楼村委会","1"
"老人","五一路与北大街交叉口","1"
"老人","221省道","1"
"女子","台电大坑水库","1"
"老人","泉涌社区","1"
"老人","广德成食品","1"
"老人","北京市昌平区小汤山镇南官庄村村民委员会","1"
"老人","九宫大道与迎宾大道交叉口","1"
"老人","苏州工业园区","1"
"老人","金沙湾花园","1"
"老人","人民路","1"
"老人","金涛庄","1"
"孩子","如刚街头牛排(路桥一店)","1"
"老人","雷州市中医医院","1"
"老人","南京路","1"
"老人","凤山南路","1"
"老人","昆明站(北京路)(公交站)","1"
"老人","中国国际能源加油站(龙海站)","1"
"老人","西杨家园","1"
"老人","遵义市汇川区市场监督管理局","1"
"老人","世纪大道","1"
"老人","中关村雍和航星科技园","1"
"游客","重庆万友都成智电iDD长安新能源","1"
"老人","丹溪路与双龙南街交叉口","1"
"老人","学田村村委会","1"
"老人","书香路","1"
"孩子","城北路","1"
"老人","西亚超市(公交站)","1"
"老人","建设街与魏征路交叉口","1"
"老人","国际商贸城","1"
"老人","福州南路与香港中路交叉口","1"
"老人","桐林超市","1"
"老人","河南柳江生态牧业股份有限公司","1"
"老人","常德大道与朝阳路交叉口","1"
"孩子","中山街","1"
"儿童","人民路与滨河路交叉口","1"
"孩子","猎豹北路与飞腾路交叉口","1"
"孩子","永州大道与进贤路交叉口","1"
"老人","铜花二巷","1"
"老人","武汉瑞华医院民兴中医门诊部","1"
"老人","凤凰村村委会","1"
"孩子","华山风景区","1"
"老人","三桥村五组","1"
"孩子","板材大市场B区","1"
"老人","常德大道","1"
"老人","腾飞电器(昭君路)","1"
"老人","八一大道与孺子路交叉口","1"
"老人","东方市东方医院(老院区)","1"
"老人","长青街","1"
"老人","桐方线","1"
"老人","广惠社区居委会","1"
"儿童","天河路与英才街交叉口","1"
"老人","鑫鑫米兰","1"
"男子","太子尖","1"
"老人","宽城区政府中心公园","1"
"老人","武汉天兴洲长江大桥","1"
"老人","嘉华购物广场(济南槐荫店)","1"
"老人","富水南路与曹状元街交叉口","1"
"老人","沈老头包子(东方·碧海云天店)","1"
"孩子","青年路","1"
"老人","美乐城(中国邯郸环球中心店)","1"
"老人","真诚草莓采摘园","1"
"儿童","稻田公园","1"
"老人","解放北路","1"
"老人","仁和路与敬梓路交叉口","1"
"儿童","官渡广场","1"
"老人","益和国际城","1"
"孩子","海湖新区","1"
"老人","亿家火锅店","1"
"孩子","阿波罗商业广场","1"
"老人","大华二路","1"
"孩子","火炬广场","1"
"孩子","长沙理工大学西门(公交站)","1"
"老人","安德鲁森(银润店)","1"
"老人","五角场","1"
"老人","仙岳路","1"
"老人","乌兰察布市集宁区中蒙医院","1"
"老人","娄底一大桥(公交站)","1"
"老人","凯旋北路与建设路交叉口","1"
"老人","秦仁路","1"
"孩子","经二路","1"
"老人","万博汇","1"
"儿童","府东街","1"
"孩子","市府北街","1"
"老人","团结街","1"
"老人","丹光路","1"
"孩子","龙城北街(公交站)","1"
"老人","五一路与府东街交叉口","1"
"老人","万寿路与玉渊潭南路交叉口","1"
"老人","彰德路与迎春西街交叉口","1"
"孩子","南京1912街区","1"
"老人","曹安公路与黄家花园路交叉口","1"
"孩子","中国工商银行(山东省分行)","1"
"老人","文艺北路","1"
"老人","红门路","1"
"儿童","白沙门公园游乐场售票处","1"
"老人","党杨路与刘长山路交叉口","1"
"老人","夏津德百商贸城","1"
"老人","俄之塘南五街","1"
"老人","中山","1"
"老人","南阳汽车站","1"
"老人","春熙路(地铁站)","1"
"老人","光明路","1"
"孩子","西海立交桥","1"
"老人","旅客家宾馆","1"
"老人","伯雍街","1"
"老人","耀华商厦","1"
"老人","长沙市雨花区人民政府","1"
"老人","惠农区红果子镇综合治理中心","1"
"老人","开甲·尚仕名邸","1"
"老人","河阳寺","1"
"老人","上海市浦东新区潍坊新村街道社区保安队","1"
"老人","台州渝帆机电科技","1"
"老人","珠海市紫荆中学(凤凰路校区)","1"
"孩子","新天地","1"
"老人","石灰坳小学","1"
"老人","义乌市第三中学","1"
"老人","星光国际商务酒店","1"
"孩子","薛城区财政局","1"
"老人","斗西路口","1"
"老人","山水文苑","1"
"老人","东风小康皓升渡仁西线店","1"
"孩子","七港九(育英中学店)","1"
"男子","广州路","1"
"老人","安达汽修","1"
"老人","余庆新余旅社","1"
"儿童","青岛嘉逸豪庭精品酒店","1"
"老人","龙洞碥大桥","1"
"老人","雷州市英利镇人民政府","1"
"老人","西福路","1"
"老人","东源大润发一楼风裳美衣","1"
"老人","东华学校","1"
"游客","凤凰谷","1"
"老人","马家粮油商行","1"
"老人","凤凰路","1"
"老人","陕西金骏(渭南办事处)","1"
"儿童","市委党校(公交站)","1"
"男子","环联路","1"
"老人","芙蓉兴盛","1"
"老人","立汤路辅路","1"
"老人","包河花园","1"
"老人","金寨路","1"
"老人","天宝路","1"
"老人","常丰村村委会","1"
"老人","大庆路与女娲路交叉口","1"
"老人","永逸家居店地面停车场","1"
"孩子","中共邯郸市峰峰矿区滏阳东路街道东沟社区支部委员会","1"
"老人","松山区第四中学","1"
"老人","海信湖岛世家二期营销中心","1"
"老人","上海南站","1"
"老人","西湖","1"
"孩子","港达商贸城","1"
"孩子","滨江中路","1"
"老人","草洋石材市场","1"
"孩子","仲景路信臣路口(公交站)","1"
"老人","清化医院门诊","1"
"老人","巴楚步行街","1"
"老人","中山公园","1"
"男子","南湖公园","1"
"老人","百惠家美时超市(丰储街店)","1"
"孩子","嘉庚体育馆","1"
"老人","永丰水库","1"
"老人","阳泉市义井中学","1"
"老人","新人民医院(公交站)","1"
"孩子","枋钟路","1"
"老人","汉川路与金水路交叉口","1"
"老人","梅河公园","1"
"孩子","龙溪镇人民政府","1"
"老人","锦上花购物中心","1"
"老人","环城北路","1"
"老人","顺河路","1"
"老人","中国工商银行(东新支行)","1"
"老人","交通花园(新埠东路)","1"
"女子","龙华街","1"
"老人","冲之大街与涞阳路交叉口","1"
"老人","机场小区A区","1"
"老人","太原南站","1"
"老人","阳明山国家森林公园","1"
"孩子","兴安名城C区","1"
"老人","开封市正大家属院","1"
"老人","朝阳路","1"
"老人","龙城小区","1"
"老人","南东一路","1"
"老人","弦歌大道与曙光路交叉口","1"
"老人","丹阳桥","1"
"老人","山东省郯城县新村银杏产业开发区","1"
"孩子","第三城丹槿园","1"
"老人","河门口村(公交站)","1"
"老人","九九广场(美的专卖店)","1"
"老人","龙家镇先锋村春风小院","1"
"老人","靳江路","1"
"老人","黄山区永丰乡人民政府","1"
"老人","两江新区","1"
"老人","汪屯桥(公交站)","1"
"女子","蔚蓝国际","1"
"老人","洛王社区居民服务中心","1"
"老人","皇家尚品地面停车场","1"
"老人","黄河路","1"
"老人","香泉环岛","1"
"孩子","河南财经政法大学郑东校区","1"
"老人","山东临沂远行重汽修理厂(宝友物流店)","1"
"老人","壹海城","1"
"老人","临沂市公安局交通警察支队板泉中队","1"
"老人","沿滩新城","1"
"老人","珠海国家高新区","1"
"老人","政丰南路","1"
"老人","娄底市自然资源和规划局","1"
"孩子","横沥村党群服务中心","1"
"老人","芜湖长江大桥","1"
"老人","高良出口(S8广佛肇高速西向)","1"
"老人","爱民超市","1"
"老人","阳光100艺术馆","1"
"老人","兴隆花园","1"
"孩子","华商三优汽车充电站(东城区东四十条10116充电扬招站)","1"
"孩子","万安路","1"
"老人","刘家园街","1"
"老人","盘龙山公园","1"
"老人","平阳站","1"
"老人","马垅(公交站)","1"
"女子","铭城玻璃门窗","1"
"老人","黄石市花湖街道办","1"
"老人","郭屯(公交站)","1"
"老人","夏城中路与武南中路交叉口","1"
"老人","双园路","1"
"孩子","中石化森美迎宾加油站","1"
"老人","长治医学院附属和平医院","1"
"女子","万达广场","1"
"老人","万宝蛋糕","1"
"老人","西沣路","1"
"老人","珠海路口(公交站)","1"
"男子","丙灵路","1"
"老人","呼家楼","1"
"老人","后李洼村公益电影放映点","1"
"老人","富康路","1"
"老人","枫树山悦东方小学","1"
"老人","凤艳村委会","1"
"老人","康华园","1"
"老人","东升防水","1"
"孩子","江苏省泰州市政协","1"
"行人","S3601京雄高速","1"
"老人","铜陵路高架桥","1"
"老人","广西信祺蛇业虎纹蛙养殖基地","1"
"孩子","北山路","1"
"孩子","小马服装批发城","1"
"老人","北水屯村公益电影放映点","1"
"孩子","三加村(公交站)","1"
"行人","S40广洪高速","1"
"老人","北京路与孝河路交叉口","1"
"老人","朱仙庄镇人民政府","1"
"老人","北京路客民宿BI9830","1"
"老人","轴村(公交站)","1"
"老人","大鹿港","1"
"老人","长岭镇人民政府","1"
"老人","双龙水泥标砖厂","1"
"老人","中山市黄圃镇兆丰村民委员会","1"
"孩子","苏州市姑苏区人民法院","1"
"老人","芒部镇人民政府","1"
"老人","汇泉路","1"
"老人","桐木岭收费站(S01贵阳南环高速入口)","1"
"老人","厦门大桥","1"
"老人","敏州西路","1"
"老人","洛阳汽车站","1"
"老人","五星街","1"
"孩子","台商区","1"
"老人","文峰大道","1"
"老人","交通大街","1"
"孩子","二龙村村民委员会","1"
"孩子","金明广场","1"
"孩子","凯旋大道与建设路交叉口","1"
"老人","罗坊镇人民政府","1"
"老人","清风视觉形象设计","1"
"孩子","雪峰南路","1"
"女子","平冈村球场","1"
"老人","中南社区警务室","1"
"老人","正阳路与米山路交叉口","1"
"老人","世代龙泽湾","1"
"老人","南京南站南广场","1"
"司机","文车村(公交站)","1"
"老人","金星路","1"
"老人","鞍山五路","1"
"老人","细河公安分局","1"
"女子","天骄幼儿园","1"
"孩子","长峪城(暂停开放)","1"
"老人","北郊市场(天沙四路)","1"
"老人","都司路","1"
"老人","广安万和(工厂旗舰店)","1"
"老人","兴贤路","1"
"老人","济宁市任城区人民医院","1"
"男子","摄乐桥","1"
"老人","安昌村民委员会","1"
"老人","小井峪街道三益社区","1"
"行人","申通快递(太白路)","1"
"孩子","中关村雍和航星科技园","1"
"孩子","天桥村民宿聚居点","1"
"老人","唐冶中路与文苑街交叉口","1"
"老人","益丰大药房(湘潭岚园路)","1"
"老人","西街","1"
"老人","宝山路","1"
"老人","历城区政府(公交站)","1"
"老人","曙光路","1"
"老人","幸福社区居委会(中原路)","1"
"老人","武汉大道","1"
"老人","崂山区世纪广场","1"
"老人","马市街小学","1"
"男子","河堤路","1"
"老人","原山大道","1"
"老人","老崔葡萄采摘园","1"
"老人","寨桂村退役军人服务站","1"
"老人","雷打石镇人民政府","1"
"老人","阳光城·紫金城","1"
"老人","李哥庄镇政府","1"
"老人","史家巷","1"
"老人","星程石家庄中山东路乐汇城店","1"
"儿童","潍坊市坊子区凤凰街道社区卫生服务中心","1"
"孩子","振兴街","1"
"老人","刘营(公交站)","1"
"老人","鹿寨公园(公交站)","1"
"老人","南村加油站","1"
"老人","马良街社区服务中心","1"
"老人","五峰路","1"
"老人","肖家巷","1"
"游客","大寒尖山庄","1"
"老人","潍坊市坊子区凤凰街道社区卫生服务中心","1"
"老人","胡草科村公益电影放映点","1"
"老人","大港","1"
"老人","廉江市城南汽车客运站","1"
"老人","康复前街与铁英街交叉口","1"
"老人","济南站(公交站)","1"
"男子","巴朗山","1"
"孩子","新艺城","1"
"老人","蒲吕大桥","1"
"儿童","天目山农庄(罗泾)","1"
"老人","榉林山早市","1"
"老人","清水湾花园","1"
"女子","格林豪泰(太仓浏河镇店)","1"
"老人","石化","1"
"老人","美里湖湿地公园","1"
"老人","易足道足疗推拿店","1"
"老人","陆良电力生活小区","1"
"行人","龙岗收费站(G56杭瑞高速出口)","1"
"老人","奥体中路与工业南路交叉口","1"
"老人","鸭绿江","1"
"老人","牡丹村三浜2019","1"
"老人","白马社区","1"
"老人","G1813威青高速","1"
"老人","长安汽车售后服务咨询点","1"
"老人","归德路","1"
"孩子","开源大道与骏马路交叉口","1"
"老人","河滨北路","1"
"老人","兴华路永平路(公交站)","1"
"老人","哈尔滨站","1"
"老人","滨河巷与滨河西路交叉口","1"
"老人","陈留店村民委员会","1"
"老人","滁州(南京国际博览中心)","1"
"老人","毛家棚村村委会","1"
"老人","百大周谷堆大兴农产品批发市场","1"
"孩子","文化路口(公交站)","1"
"老人","宁夏路","1"
"男子","景秀家园(陆小线)","1"
"游客","西安祥峪森林公园","1"
"儿童","红寺北街","1"
"老人","花园里梅兰菊社区菊园","1"
"老人","金龙街道办事处","1"
"老人","新保利香颂营销中心","1"
"老人","济齐路","1"
"老人","和平路","1"
"老人","万科新里程明·别墅","1"
"游客","巴朗山","1"
"游客","涧沟村委会","1"
"女子","中国石化周楼加油站","1"
"游客","元宝山","1"
"老人","任庄旅游风景区","1"
"男子","风田水库","1"
"老人","卧龙山公园","1"
"老人","画溪花园","1"
"老人","喇叭口(公交站)","1"
"孩子","和谐医院","1"
"老人","蓬安县相如广场","1"
"老人","重庆市武隆区黄莺乡人民政府","1"
"老人","张家港市西张建筑工程有限公司驻苏州办事处","1"
"老人","陈桁村(公交站)","1"
"老人","谢洼(公交站)","1"
"老人","承平村村委会","1"
"儿童","绿园路与花园路交叉口","1"
"老人","中国石化三山加油站","1"
"老人","中山路","1"
"老人","殷庄渡口","1"
"游客","南门广场","1"
"老人","马街镇人民政府(陆水线)","1"
"老人","巍宝山乡合作村退役军人服务站","1"
"老人","中国石化城北加油站","1"
"老人","府前大街与邮政路交叉口","1"
"老人","中和路","1"
"老人","付庄村村委会","1"
"老人","金园路","1"
"老人","长安汽车长安欧尚","1"
"行人","龙阳大道","1"
"老人","鼎泰家园","1"
"孩子","周恩来同志故居","1"
"孩子","凤山公园","1"
"老人","南桥镇人民政府","1"
"老人","好未来教育","1"
"老人","沙滨路","1"
"老人","文城镇人民政府","1"
"老人","新厂西路","1"
"老人","牌坊湾(公交站)","1"
"老人","白驹镇人民政府","1"
"老人","狮子山","1"
"老人","新沟镇小学","1"
"老人","济南市历下区房屋管理服务中心公用公房服务部","1"
"老人","天井村村民委员会","1"
"老人","曹家簖村委会","1"
"老人","台电大坑水库","1"
"老人","华山路","1"
"老人","红旗医院","1"
"老人","先锋花园","1"
"老人","承修四路","1"
"老人","青树村委会","1"
"老人","青林湾大桥","1"
"老人","人民医院","1"
"老人","钱塘路","1"
"孩子","西安大悦城","1"
"老人","北雀路","1"
"老人","河东镇政府","1"
"老人","环城路","1"
"老人","长宁路","1"
"儿童","高时明墓","1"
"老人","百步亭花园","1"
"老人","英科医疗","1"
"老人","南湖酒店","1"
"老人","李村","1"
"孩子","禹王台公园","1"
"老人","朝阳大街","1"
"老人","仁和广场","1"
"老人","健康路与建设大道交叉口","1"
